Lokasi,Jenis_Layanan,Anggaran_Proyek_IDR,Nilai_Kontrak_Konsultan_IDR,Status,Durasi_Bulan,Jumlah_Proyek,Progress_Fisik
14,1,-0.11962064952537832,1235829373,1,1.1427577532075366,0.6661567266260835,-1.1650283329875502
0,0,-0.7861173038293975,139588931,0,-0.4996075144089287,-0.02739530525947965,-0.8874974639707834
10,5,-0.7396175372500473,304557278,0,1.635467333492476,0.6661567266260835,0.43077416385885786
16,2,0.28337732749565653,4018294648,1,0.48581164616095046,1.3597087585116465,-1.1650283329875502
10,2,1.6318705582968116,7359311873,0,0.1573385926376574,-0.02739530525947965,0.6157947432033691
9,1,0.3453770162681234,1710674044,2,0.97852122644589,-0.7209473371450428,1.1477289088188385
14,4,-0.6931177706706971,284318975,1,-0.6638440411705753,-1.4144993690306058,-1.1650283329875502
18,0,-0.817117148215631,202118792,1,0.32157511939930394,-0.02739530525947965,-1.1650283329875502
7,1,0.5468760047786408,3121321649,0,1.1427577532075366,0.6661567266260835,0.15324329484209126
9,2,0.2058777165300729,2148101015,1,-0.17113446088563564,-0.02739530525947965,-1.1650283329875502
19,6,-0.7861173038293975,171120435,2,-1.6492632017404545,-1.4144993690306058,1.1477289088188385
7,6,-0.5381185487395299,611498414,0,0.48581164616095046,0.6661567266260835,-0.7256044570443363
3,4,-0.3986192490014794,721781431,1,1.635467333492476,-0.02739530525947965,-1.1650283329875502
4,6,-0.6156181597051135,789858332,2,1.3069942799691832,1.3597087585116465,1.1477289088188385
9,6,-0.2436200270703121,1008734362,1,-1.6492632017404545,1.3597087585116465,-1.1650283329875502
2,5,-0.2436200270703121,1567513481,1,0.48581164616095046,1.3597087585116465,-1.1650283329875502
5,6,-0.5846183153188801,827292429,1,0.8142846996842436,0.6661567266260835,-1.1650283329875502
4,5,-0.7861173038293975,293606924,0,0.32157511939930394,-0.02739530525947965,0.15324329484209126
7,3,-0.7396175372500473,460648218,1,-0.9923170946938683,-0.02739530525947965,-1.1650283329875502
8,6,-0.3211196380358957,1045657826,0,1.3069942799691832,-1.4144993690306058,-0.07803242933854752
21,4,-0.2746198714565456,1053063100,1,0.97852122644589,-0.7209473371450428,-1.1650283329875502
13,0,-0.8636169147949811,49180116,1,-1.1565536214555148,-0.02739530525947965,-1.1650283329875502
13,2,-0.19712026049096196,2032295048,1,1.1427577532075366,-1.4144993690306058,-1.1650283329875502
15,4,-0.6776178484775804,675123781,1,1.4712308067308295,0.6661567266260835,-1.1650283329875502
13,1,2.5928657342700485,8853098945,2,1.635467333492476,-0.7209473371450428,1.1477289088188385
7,4,-0.2901197936496623,1631472835,0,-1.1565536214555148,-1.4144993690306058,-0.49432873286369744
12,6,-0.3521194824221292,930539080,0,-1.1565536214555148,0.6661567266260835,0.15324329484209126
6,6,-0.7706173816362808,355224039,1,-0.006897934123989123,1.3597087585116465,-1.1650283329875502
18,5,-0.6621179262844636,561070254,0,1.635467333492476,-1.4144993690306058,-0.21679786384693084
21,1,0.19037779433695617,1813034472,2,-1.6492632017404545,-0.02739530525947965,1.1477289088188385
11,4,-0.5071187043532964,551247004,0,-1.485026674978808,1.3597087585116465,-0.07803242933854752
14,5,-0.13512057171849504,2819543179,0,-1.485026674978808,-1.4144993690306058,-0.44807358802756964
5,1,1.554370947331228,5082237205,0,1.635467333492476,-1.4144993690306058,0.47702930869498567
8,4,-0.3521194824221292,945061798,0,0.32157511939930394,0.6661567266260835,-0.14741514659273913
21,4,-0.49161878216017973,1312355249,0,1.4712308067308295,-0.7209473371450428,-0.26305300868305853
10,0,-0.8326170704087477,80256041,1,-1.6492632017404545,-1.4144993690306058,-1.1650283329875502
10,4,-0.25911994926342885,1167078737,2,0.650048172922597,-0.7209473371450428,1.1477289088188385
7,2,1.6318705582968116,3582124685,1,-0.6638440411705753,-1.4144993690306058,-1.1650283329875502
11,4,-0.5846183153188801,911411187,2,0.1573385926376574,0.6661567266260835,1.1477289088188385
13,5,-0.38311932680836264,1474939686,1,1.635467333492476,0.6661567266260835,-1.1650283329875502
12,4,-0.4296190933877128,837417002,0,0.32157511939930394,1.3597087585116465,0.33826387418660253
9,1,-0.11962064952537832,1086956223,1,1.3069942799691832,0.6661567266260835,-1.1650283329875502
20,1,0.6243756157442245,4560715349,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
6,4,-0.15062049391161178,2529411144,0,1.4712308067308295,0.6661567266260835,0.9164531846381997
13,1,2.6393655008493986,12913675625,0,1.4712308067308295,0.6661567266260835,-0.9800077536430389
19,6,-0.646618004091347,347557228,0,-0.6638440411705753,-0.02739530525947965,0.5232844535311135
9,3,-0.33661956022901246,1484387021,1,-0.9923170946938683,-0.7209473371450428,-1.1650283329875502
8,6,-0.5691183931257633,602810835,2,-0.6638440411705753,-0.7209473371450428,1.1477289088188385
17,6,-0.7706173816362808,351427340,0,-1.485026674978808,0.6661567266260835,0.222626012096283
9,6,-0.38311932680836264,1124896489,0,-0.9923170946938683,-0.7209473371450428,-1.003135326061103
12,0,-0.8016172260225142,246941364,1,0.650048172922597,1.3597087585116465,-1.1650283329875502
7,6,-0.44511901558082956,1451893840,1,0.1573385926376574,1.3597087585116465,-1.1650283329875502
0,6,-0.6156181597051135,606017789,2,-1.485026674978808,1.3597087585116465,1.1477289088188385
11,1,2.8098646449736826,12849326721,0,-0.006897934123989123,-1.4144993690306058,-0.8643698915527196
15,1,1.5078711807518779,3667388871,0,-0.4996075144089287,1.3597087585116465,-0.6099665949540168
8,4,-0.6156181597051135,647538703,2,0.1573385926376574,1.3597087585116465,1.1477289088188385
19,6,-0.2436200270703121,2294680866,2,-0.9923170946938683,-0.7209473371450428,1.1477289088188385
3,6,-0.5381185487395299,986586068,2,1.1427577532075366,1.3597087585116465,1.1477289088188385
0,1,2.623865578656282,13022558438,2,0.48581164616095046,0.6661567266260835,1.1477289088188385
9,5,-0.41411917119459607,894463595,1,-1.485026674978808,-0.02739530525947965,-1.1650283329875502
3,0,-0.8636169147949811,54860699,2,0.32157511939930394,-0.02739530525947965,1.1477289088188385
16,3,-0.13512057171849504,1749253988,1,-0.9923170946938683,-0.7209473371450428,-1.1650283329875502
4,2,2.8098646449736826,9715027970,2,0.8142846996842436,-0.7209473371450428,1.1477289088188385
6,6,-0.11962064952537832,2816368802,2,1.635467333492476,1.3597087585116465,1.1477289088188385
2,4,-0.3521194824221292,833965967,2,1.1427577532075366,-1.4144993690306058,1.1477289088188385
4,3,-0.6156181597051135,856299842,2,0.1573385926376574,1.3597087585116465,1.1477289088188385
20,4,-0.41411917119459607,1564992337,1,-0.6638440411705753,-1.4144993690306058,-1.1650283329875502
7,6,-0.3676194046152459,1902566408,2,-0.8280805679322217,-0.7209473371450428,1.1477289088188385
4,1,2.437866512338881,12443916287,0,0.650048172922597,-0.7209473371450428,-0.563711450117889
13,2,2.623865578656282,6068789442,1,-0.9923170946938683,1.3597087585116465,-1.1650283329875502
14,3,-0.33661956022901246,1262193272,1,-0.3353709876472822,-0.7209473371450428,-1.1650283329875502
6,1,1.6783703248761617,6402699205,1,0.1573385926376574,-0.02739530525947965,-1.1650283329875502
9,4,-0.3676194046152459,1612388901,1,-0.6638440411705753,1.3597087585116465,-1.1650283329875502
1,6,-0.6156181597051135,786897256,2,1.3069942799691832,1.3597087585116465,1.1477289088188385
20,5,-0.33661956022901246,1652555387,2,-1.485026674978808,1.3597087585116465,1.1477289088188385
12,2,1.771369858034862,6437318258,2,-1.6492632017404545,0.6661567266260835,1.1477289088188385
5,5,-0.5381185487395299,870515734,0,0.650048172922597,1.3597087585116465,-0.19367029142886694
6,1,0.31437717188188996,2153700678,0,0.32157511939930394,-0.7209473371450428,-0.21679786384693084
11,6,-0.7706173816362808,335042142,0,0.1573385926376574,-1.4144993690306058,0.17637086726015516
20,2,1.4613714141725276,7776328102,0,1.635467333492476,0.6661567266260835,-0.586839022535953
21,5,-0.6931177706706971,599839882,2,-1.3207901482171613,-0.7209473371450428,1.1477289088188385
20,0,-0.8481169926018644,110260696,2,-0.8280805679322217,-0.7209473371450428,1.1477289088188385
1,0,-0.7861173038293975,287072658,2,-1.3207901482171613,1.3597087585116465,1.1477289088188385
19,1,2.670365345235632,13061313903,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
19,0,-0.8016172260225142,271459048,1,1.1427577532075366,-1.4144993690306058,-1.1650283329875502
3,5,-0.33661956022901246,1864572555,2,0.32157511939930394,1.3597087585116465,1.1477289088188385
1,5,-0.7861173038293975,170922293,1,0.48581164616095046,1.3597087585116465,-1.1650283329875502
21,4,-0.4296190933877128,1250875304,0,1.3069942799691832,0.6661567266260835,0.2688811569324108
20,6,-0.3986192490014794,1361812862,1,-1.1565536214555148,0.6661567266260835,-1.1650283329875502
0,0,-0.8326170704087477,136100043,0,0.8142846996842436,0.6661567266260835,-0.7487320294624001
10,3,-0.19712026049096196,1224237030,2,0.650048172922597,-0.02739530525947965,1.1477289088188385
6,5,-0.33661956022901246,1600289701,0,1.3069942799691832,-0.02739530525947965,-0.6330941673720808
16,6,-0.646618004091347,325857844,2,-0.6638440411705753,-0.7209473371450428,1.1477289088188385
13,3,-0.5536184709326466,816835374,1,-1.6492632017404545,-1.4144993690306058,-1.1650283329875502
0,5,-0.2746198714565456,941215983,1,-0.6638440411705753,-0.7209473371450428,-1.1650283329875502
21,5,-0.13512057171849504,2773431751,2,1.3069942799691832,-1.4144993690306058,1.1477289088188385
16,4,-0.1816203382978452,2266591850,0,1.3069942799691832,-1.4144993690306058,0.45390173627692176
17,0,-0.7861173038293975,186072942,0,-0.6638440411705753,1.3597087585116465,0.15324329484209126
4,4,-0.33661956022901246,1870383831,0,-0.3353709876472822,-1.4144993690306058,-0.6793493122082086
2,3,-0.19712026049096196,1672486671,2,0.8142846996842436,-1.4144993690306058,1.1477289088188385
16,5,-0.6931177706706971,361906297,1,-0.4996075144089287,-1.4144993690306058,-1.1650283329875502
1,2,-0.1816203382978452,1195495660,1,0.8142846996842436,1.3597087585116465,-1.1650283329875502
1,3,-0.7706173816362808,406824160,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
9,4,-0.3521194824221292,1356630033,0,0.48581164616095046,1.3597087585116465,0.9395807570562635
8,2,1.7403700136486286,5791244608,2,-0.3353709876472822,0.6661567266260835,1.1477289088188385
16,2,0.8723743708340921,4749759184,0,1.635467333492476,0.6661567266260835,-0.14741514659273913
1,0,-0.7706173816362808,145134175,1,0.1573385926376574,-0.02739530525947965,-1.1650283329875502
11,0,-0.8636169147949811,30168123,2,0.650048172922597,1.3597087585116465,1.1477289088188385
5,4,-0.3986192490014794,712364918,1,0.32157511939930394,-0.02739530525947965,-1.1650283329875502
17,3,-0.755117459443164,377497567,1,0.48581164616095046,-0.02739530525947965,-1.1650283329875502
6,5,-0.25911994926342885,921886802,2,-1.485026674978808,-1.4144993690306058,1.1477289088188385
6,6,-0.6931177706706971,702803055,0,0.48581164616095046,0.6661567266260835,-0.7024768846262723
21,2,0.17487787214383946,1411441488,0,0.8142846996842436,0.6661567266260835,0.823942894965944
12,0,-0.7861173038293975,176421683,0,-1.485026674978808,-1.4144993690306058,-0.8181147467165918
21,5,-0.8016172260225142,188605868,1,0.32157511939930394,1.3597087585116465,-1.1650283329875502
14,0,-0.8636169147949811,45423154,2,0.1573385926376574,-0.02739530525947965,1.1477289088188385
10,1,2.0348685353178464,3834674247,2,-0.4996075144089287,-1.4144993690306058,1.1477289088188385
20,6,-0.46061893777394625,1344428456,1,-0.3353709876472822,-0.02739530525947965,-1.1650283329875502
8,1,0.3453770162681234,4375425222,0,0.1573385926376574,-1.4144993690306058,-0.6562217397901446
18,6,-0.646618004091347,347379593,0,-0.6638440411705753,-0.02739530525947965,0.222626012096283
0,1,2.6858652674287486,5004286484,1,1.3069942799691832,-0.02739530525947965,-1.1650283329875502
3,3,-0.6156181597051135,594206897,2,0.48581164616095046,-0.02739530525947965,1.1477289088188385
21,6,-0.6156181597051135,922364071,2,1.4712308067308295,-0.7209473371450428,1.1477289088188385
1,1,0.5313760825855242,3240002824,2,0.650048172922597,1.3597087585116465,1.1477289088188385
14,0,-0.8636169147949811,46786533,2,-1.485026674978808,-0.7209473371450428,1.1477289088188385
7,3,-0.6621179262844636,512416874,1,-0.4996075144089287,-0.02739530525947965,-1.1650283329875502
3,5,-0.646618004091347,620856174,0,-0.8280805679322217,-0.7209473371450428,0.014477860333708093
5,0,-0.817117148215631,144711576,1,0.1573385926376574,-1.4144993690306058,-1.1650283329875502
0,1,1.3063721922413603,3945135936,2,0.32157511939930394,-0.02739530525947965,1.1477289088188385
13,6,-0.6156181597051135,430016073,2,-0.17113446088563564,-1.4144993690306058,1.1477289088188385
19,2,-0.2436200270703121,1735246658,1,0.97852122644589,-0.7209473371450428,-1.1650283329875502
7,6,-0.1816203382978452,1787008207,0,-0.17113446088563564,-1.4144993690306058,0.2920087293504747
17,4,-0.6776178484775804,507369475,0,1.3069942799691832,0.6661567266260835,-0.10116000175661131
5,3,-0.2901197936496623,2177442452,2,-0.8280805679322217,-1.4144993690306058,1.1477289088188385
3,0,-0.8326170704087477,115950272,2,-1.485026674978808,-0.02739530525947965,1.1477289088188385
19,3,-0.646618004091347,824845622,2,0.48581164616095046,0.6661567266260835,1.1477289088188385
18,6,-0.2746198714565456,1972545322,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
12,6,-0.44511901558082956,810849997,1,1.635467333492476,0.6661567266260835,-1.1650283329875502
11,3,-0.7086176928638138,466857333,2,-1.6492632017404545,0.6661567266260835,1.1477289088188385
7,0,-0.7861173038293975,168882569,1,-0.3353709876472822,1.3597087585116465,-1.1650283329875502
11,3,-0.6156181597051135,1005983647,2,-1.3207901482171613,-1.4144993690306058,1.1477289088188385
7,3,-0.3676194046152459,1458330401,2,-0.4996075144089287,-0.7209473371450428,1.1477289088188385
8,2,0.7948747598685084,3878211161,1,0.32157511939930394,0.6661567266260835,-1.1650283329875502
15,2,1.0893732815377262,7277189613,1,-0.8280805679322217,-0.7209473371450428,-1.1650283329875502
5,0,-0.8481169926018644,91325105,1,0.48581164616095046,-1.4144993690306058,-1.1650283329875502
8,0,-0.8326170704087477,140078604,2,-0.9923170946938683,-1.4144993690306058,1.1477289088188385
14,4,-0.6311180818982303,730098278,2,-1.485026674978808,1.3597087585116465,1.1477289088188385
15,1,0.31437717188188996,2100057407,2,0.8142846996842436,1.3597087585116465,1.1477289088188385
15,0,-0.8016172260225142,270797348,2,-1.3207901482171613,1.3597087585116465,1.1477289088188385
7,1,1.941869002159146,6994789794,1,-1.3207901482171613,1.3597087585116465,-1.1650283329875502
18,5,-0.476118859967063,1121797102,2,-1.1565536214555148,1.3597087585116465,1.1477289088188385
8,6,-0.11962064952537832,1641068041,0,-1.3207901482171613,-0.02739530525947965,-0.05490485692048362
13,6,-0.7241176150569306,517047391,2,1.3069942799691832,1.3597087585116465,1.1477289088188385
4,5,-0.646618004091347,538903134,2,1.4712308067308295,-0.7209473371450428,1.1477289088188385
0,0,-0.817117148215631,103530469,1,0.97852122644589,-0.02739530525947965,-1.1650283329875502
13,1,2.127868068476547,5618594744,1,-0.006897934123989123,-0.7209473371450428,-1.1650283329875502
21,0,-0.8326170704087477,74369466,2,0.97852122644589,0.6661567266260835,1.1477289088188385
9,2,2.0348685353178464,10254278566,0,0.650048172922597,-0.7209473371450428,0.2457535845143469
13,5,-0.44511901558082956,1113579098,0,1.635467333492476,-0.02739530525947965,0.31513630176853863
15,6,-0.7086176928638138,368196957,1,-0.8280805679322217,0.6661567266260835,-1.1650283329875502
6,2,0.3453770162681234,2303071114,1,1.1427577532075366,1.3597087585116465,-1.1650283329875502
21,6,-0.6156181597051135,806972011,0,-0.006897934123989123,-0.02739530525947965,0.31513630176853863
10,5,-0.1816203382978452,1329787558,1,0.48581164616095046,-0.7209473371450428,-1.1650283329875502
15,4,-0.7861173038293975,290573676,1,-0.3353709876472822,-0.02739530525947965,-1.1650283329875502
21,0,-0.8636169147949811,37177834,0,-1.485026674978808,-0.7209473371450428,-0.03177728450241972
10,2,2.1433679906696637,7736752381,2,-0.17113446088563564,-0.02739530525947965,1.1477289088188385
0,5,-0.3676194046152459,1791965126,1,-0.8280805679322217,-0.02739530525947965,-1.1650283329875502
21,1,0.6398755379373412,4118618780,0,-0.8280805679322217,-0.7209473371450428,0.40764659144079424
0,0,-0.7861173038293975,161739930,1,1.635467333492476,1.3597087585116465,-1.1650283329875502
15,1,2.623865578656282,11350972704,0,1.1427577532075366,-0.7209473371450428,-1.0493904708972306
17,4,-0.25911994926342885,1232734399,0,0.32157511939930394,-0.02739530525947965,-0.586839022535953
5,0,-0.8326170704087477,120513259,1,-0.9923170946938683,-0.7209473371450428,-1.1650283329875502
12,1,2.4223665901457645,12641329857,2,-0.8280805679322217,-0.7209473371450428,1.1477289088188385
6,2,2.220867601635247,4755395094,1,-0.6638440411705753,1.3597087585116465,-1.1650283329875502
0,2,2.9493639447117332,5544980418,2,-0.8280805679322217,1.3597087585116465,1.1477289088188385
2,6,-0.11962064952537832,2222550434,1,1.635467333492476,0.6661567266260835,-1.1650283329875502
10,0,-0.7706173816362808,187949002,2,-0.4996075144089287,-0.7209473371450428,1.1477289088188385
21,1,1.3528719588207105,8343864408,2,-1.485026674978808,-0.02739530525947965,1.1477289088188385
20,5,-0.7086176928638138,322520282,0,-0.8280805679322217,-1.4144993690306058,0.8470704673840079
2,4,-0.21262018268407867,2219744660,2,0.32157511939930394,-1.4144993690306058,1.1477289088188385
4,5,-0.4296190933877128,1048697697,2,0.650048172922597,1.3597087585116465,1.1477289088188385
19,3,-0.6621179262844636,737374236,1,0.32157511939930394,-0.7209473371450428,-1.1650283329875502
16,4,-0.1661204161047285,2325587148,2,1.1427577532075366,1.3597087585116465,1.1477289088188385
14,4,-0.5536184709326466,1228494325,0,-1.6492632017404545,-1.4144993690306058,0.222626012096283
10,1,1.4613714141725276,5491026938,0,1.3069942799691832,-0.7209473371450428,0.10698815000596372
2,0,-0.8016172260225142,171950364,0,-1.485026674978808,1.3597087585116465,0.6851774604575609
2,3,-0.15062049391161178,2803920406,2,1.635467333492476,-0.7209473371450428,1.1477289088188385
7,4,-0.19712026049096196,1917023119,0,0.97852122644589,1.3597087585116465,0.7083050328756247
2,3,-0.5846183153188801,476284631,1,0.8142846996842436,-0.7209473371450428,-1.1650283329875502
16,6,-0.7241176150569306,582960803,0,-1.485026674978808,-0.7209473371450428,-0.12428757417467522
9,2,1.724870091455512,9579916458,1,-1.485026674978808,-0.7209473371450428,-1.1650283329875502
20,6,-0.1816203382978452,2524854336,1,-0.8280805679322217,-0.02739530525947965,-1.1650283329875502
16,6,-0.44511901558082956,1216848687,1,1.4712308067308295,0.6661567266260835,-1.1650283329875502
14,5,-0.7086176928638138,642685856,0,0.97852122644589,0.6661567266260835,-0.586839022535953
16,5,-0.2436200270703121,2322695732,2,1.4712308067308295,1.3597087585116465,1.1477289088188385
21,1,-0.15062049391161178,1971490395,2,0.48581164616095046,-0.02739530525947965,1.1477289088188385
1,0,-0.8016172260225142,178496653,2,0.8142846996842436,-1.4144993690306058,1.1477289088188385
17,3,-0.44511901558082956,1509596882,0,1.4712308067308295,-1.4144993690306058,-1.003135326061103
9,3,-0.1661204161047285,2055904973,2,1.3069942799691832,-0.7209473371450428,1.1477289088188385
7,2,1.21337265908266,4571697655,1,0.97852122644589,-0.7209473371450428,-1.1650283329875502
7,1,0.5158761603924074,2514208069,2,0.1573385926376574,0.6661567266260835,1.1477289088188385
19,4,-0.476118859967063,1322908524,0,-0.4996075144089287,-0.02739530525947965,0.823942894965944
16,4,-0.6776178484775804,582206752,2,0.8142846996842436,1.3597087585116465,1.1477289088188385
17,5,-0.1816203382978452,1046541045,2,0.48581164616095046,-0.02739530525947965,1.1477289088188385
8,4,-0.755117459443164,357540977,0,-1.1565536214555148,-0.7209473371450428,-0.008649712084355813
5,0,-0.8326170704087477,98582329,1,1.4712308067308295,0.6661567266260835,-1.1650283329875502
13,4,-0.11962064952537832,1923304585,0,0.97852122644589,-1.4144993690306058,0.5001568811130496
12,0,-0.7861173038293975,158138384,1,-0.4996075144089287,1.3597087585116465,-1.1650283329875502
12,6,-0.1816203382978452,1627273951,2,0.48581164616095046,-0.02739530525947965,1.1477289088188385
15,5,-0.15062049391161178,1720044970,2,0.48581164616095046,-1.4144993690306058,1.1477289088188385
12,3,-0.3986192490014794,1392660111,2,-0.6638440411705753,-0.02739530525947965,1.1477289088188385
1,6,-0.11962064952537832,1854475784,2,1.635467333492476,1.3597087585116465,1.1477289088188385
16,0,-0.817117148215631,124139238,1,-0.6638440411705753,-0.02739530525947965,-1.1650283329875502
19,5,-0.1816203382978452,2505660332,0,0.650048172922597,0.6661567266260835,-0.771859601880464
14,3,-0.7861173038293975,179311291,0,-1.3207901482171613,-0.7209473371450428,0.43077416385885786
20,6,-0.5691183931257633,1001563639,1,0.8142846996842436,1.3597087585116465,-1.1650283329875502
6,0,-0.7706173816362808,147170493,1,-1.6492632017404545,-0.7209473371450428,-1.1650283329875502
15,5,-0.5381185487395299,1298836422,2,1.4712308067308295,1.3597087585116465,1.1477289088188385
4,6,-0.2281201048771954,1685866177,0,1.3069942799691832,1.3597087585116465,0.0838605775878998
18,3,-0.21262018268407867,2539202315,1,-1.3207901482171613,0.6661567266260835,-1.1650283329875502
11,4,-0.1816203382978452,1501853471,2,-0.17113446088563564,-1.4144993690306058,1.1477289088188385
1,1,2.670365345235632,5179198946,2,0.8142846996842436,-0.7209473371450428,1.1477289088188385
1,5,-0.7706173816362808,223551749,2,0.8142846996842436,0.6661567266260835,1.1477289088188385
9,3,-0.6311180818982303,740503320,1,-0.6638440411705753,0.6661567266260835,-1.1650283329875502
2,1,0.5623759269717575,3477047139,2,-1.6492632017404545,-0.7209473371450428,1.1477289088188385
3,5,-0.44511901558082956,1462882487,0,0.32157511939930394,1.3597087585116465,-0.9106250363888474
3,6,-0.5846183153188801,779953837,2,0.48581164616095046,-1.4144993690306058,1.1477289088188385
7,0,-0.8481169926018644,110653158,1,0.97852122644589,0.6661567266260835,-1.1650283329875502
15,4,-0.4296190933877128,1021169990,2,1.635467333492476,0.6661567266260835,1.1477289088188385
7,0,-0.7706173816362808,201467229,0,1.3069942799691832,0.6661567266260835,0.9858359018923913
12,4,-0.15062049391161178,1061287293,0,0.48581164616095046,-0.7209473371450428,-0.008649712084355813
